,id,job_title,company,gcp,azure,aws,python,scala,java,c#,spark,airflow,hadoop,snowflake,databrick,sap,mysql,cassandra,postgresql,hive,docker
220,220,Analog & Mixed Signal System Modelling Engineer - 37914BR,Synopsys Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,221,Electrical Commissioning Engineer,Pkaza - Critical Facilities Recruiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,222,Analog & Mixed Signal System Modelling Engineer - 37914BR,Synopsys Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,223,Mechanical Commissioning Engineer,Pkaza - Critical Facilities Recruiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,224,System Test Engineer - Diagnostics,Actalent,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
225,225,Manufacturing Engineer,Array Marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,226,Concept SGA is looking for Analyste De Donnees in Toronto,Concept SGA Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,227,Pole Line Engineers (P.Eng.),Cyient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,228,System Safety and Assurance Engineer,SNC-Lavalin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,"Technology Professionals, Operational Support",Canadian Security Intelligence Service (CSIS) | Service canadien du renseignement de sécurité (SCRS),0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
230,230,Time To Re Build with Analyste De Donnees at Concept SGA Now Hiring,Concept SGA Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,231,C++ Graphics and Windowing System Software Engineer - Mir,Canonical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,232,Operational Excellence Engineer - Supply Chain,FGF Brands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,233,Time To Re Build with Geologue EtOu Ingenieur Banque De Donnees Ressources Reserves Gestion Base De Donnees Et RR at Hecla Québec Now Hiring,Hecla Québec,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,234,Analyste De Donnees at Concept SGA Just Posted Today,Concept SGA Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,235,Part-time | Online Data Analyst - French (CA),TELUS International AI Data Solutions,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
236,236,System Application Designer at Dana TM4 Just Posted Today,Dana TM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,237,Crypto Analyst II,Moneris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,238,Design Verification (UVM) - Canada #20846,Rambus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,239,British Columbia Statistics Tutor,"Varsity Tutors, a Nerdy Company",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,Support Operations Analyst IV #: 22-23024,"TalentBurst, an Inc 5000 company",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,241,Time To Re Build with Analyste De Donnees Enquetes De Sante at Régie Régionale de la Santé et des Services Sociaux du Nunavik Now Hiring,Nunavik Regional Board of Health and Social Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,242,Data/Business Analyst,TekStaff IT Solutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
